ID,TEMA,LOCAL,TEMPO,CATEGORIA,STATUS,DESCRICAO,URL,ANO,MES,DIA,DIA_DO_ANO,SEMANA_DO_ANO,DIA_DA_SEMANA,TRIMETRES,CASOS,Empresa,ESTADO
149484339,Emergência Oftalmológica inexistente ,Recife - PE,2022-01-09,Mau Atendimento<->Planos de Saúde<->Rede de Atendimento<->Hapvida Saúde,Não respondida,"Fiz uma consulta no aplicativo da Hapvida no dia 13.08.2022, e me foi informado o local para onde eu deveria me dirigir para casos de emergência oftalmológica. Porém, não é informado que a emergência oftalmológica só funciona até as 19hr (Primeira falha). O paciente sai da sua casa, com destino a emergência após esse horário e só fica sabendo dessa limitação do horário ao chegar no local (Segunda falha) e ser informado pelo vigilante, que orienta o paciente a ir ao PA da Caxangá, onde será atendido, que fica em outro bairro da cidade.O cliente se dirige ao PA citado e chegando lá e informado que será atendido por um clínico e caso seja necessário é solicitado a presença de um oftalmologista que fica de sobre aviso (Terceira falha).Foi o que aconteceu comigo no Domingo dia 13/08/22 por volta meia noite, fiz toda essa peregrinação, gastando mais de R$ 73,00 de Uber, para ser atendido por uma Pediatra, tenho 51 anos, que me atendeu muito bem, mas por não ser sua especialidade, foi obrigada a ligar para uma oftalmologista e prescrever uma medicação por telefone, sem nenhum tipo de exame (Quarta falha). Ou seja, emergência oftalmológica para a HAPVIDA tem horário, se não for das 07hr às 19hr,  não é emergência. Agora eu pergunto, o paciente tem que adivinhar o horário que vai passar por uma emergência?O cliente HAPVIDA paga caro pra não ter um atendimento descente e digno.Sei que nada vai mudar, mas para registrar meu descontentamento junto a ANS, tenho que primeiro registrar minha reclamação na Ouvidoria do plano, o que foi feito, porém, sem resposta.A tela anexada a essa reclamação, foi printada do aplicativo do HAPVIDA, que diz para onde o paciente deve se dirigir em caso de emergência, porém não informa horário.",https://www.reclameaqui.com.br//hapvida-saude/emergencia-oftalmologica-inexistente_w_Gv28WPYLtkhheI/,2022,1,9,9,1,6,1,66,Hapvida,PE
149484029,Reembolso de Procedimento.,São Luís - MA,2022-01-09,Plano<->Planos de Saúde<->Hapvida Saúde<->Reembolso de consulta-exame,Não respondida,"Dia 21/05/2022 solicitei via e-mail (reembolso.manaus@hapvida.com.br) reembolso de procedimento de colonoscopia e de biopsia, aguardei o prazo de 30 dias regras internas da Hapvida, porém passaram 50 dias e não obtive retorno algum.Entrei em contato com o SAC via chat no site da Hapvida, e me informaram que faltou eu enviar um documento (atestado de comparecimento), e que teria que fazer uma nova solicitação e aguardar mais 30 dias.Dia 27/07/2022 fiz uma nova solicitação de reembolso via e-mail para o endereço reembolso.manaus@hapvida.com.br, dia 09/08/2022 recebi um e-mail do senhor Joao Paulo de Almeida (joaopaulo.almeida@hapvida.com.br) informando o protocolo do processo de reembolso (36825320220613240997) solicitando documentos adicionais para dar continuidade a demanda. Enviei a documentação na mesma data.Dia 11/08/2022 recebi outro e-mail de reembolso.manaus@hapvida.com.br, solicitando a mesma documentação que o senhor Joao Paulo de Almeida havia solicitado no dia 09/08/2022. Enviei novamente a documentação solicitada no prazo informado.Enviei vários e-mail para o senhor senhor Joao Paulo de Almeida e para reembolso.manaus@hapvida.com.br solicitando em qual situação estava meu reembolso, porém não obtive retorno.Entrei várias vezes em contato com sac hapvida via chat solicitando informações quanto ao meu reembolso (um desses protocolos é 36825320220722371888), porém sou informado que não estão encontrando meu processo de reembolso.Solicito um providências e retorno quanto ao meu reembolso.Caso contrário estarei recorrendo a medidas judiciais. ",https://www.reclameaqui.com.br//hapvida-saude/reembolso-de-procedimento_eptwR6KB0YO5SfuJ/,2022,1,9,9,1,6,1,66,Hapvida,MA
149482479,Péssimo atendimento ,Anápolis - GO,2022-01-09,Hapvida Saúde<->Planos de Saúde<->Rede de Atendimento<->Dificuldade para agendamento de exames-consultas,Não respondida,"O aplicativo vive fora do ar, telefone quase nunca cai no atendente, não tem opção de medido, existem médicos na plataforma do aplicativo mas nunca estão disponíveis para consulta, existe um programa de teleconsulta extremamente demorada que já durou até 3 horas de espera com médicos que nem ligam a câmera e não resolvem nada",https://www.reclameaqui.com.br//hapvida-saude/pessimo-atendimento_ZzB1V4uKEcWMQtxu/,2022,1,9,9,1,6,1,66,Hapvida,GO
149480993,Cirurgia reparadora pós bariátrica negada,Belém - PA,2022-01-09,Plano<->Planos de Saúde<->Qualidade do serviço prestado<->Hapvida Saúde,Não respondida,"Fiz a cirurgia bariátrica e já tive a estabilização de peso, o cirurgião plástico solicitou a cirurgia de mastopexia para reparação de seios, que estão com excesso de flacidez decorrente da perda de peso causada pela bariátrica! Como o plano de saúde nega alegando que não está previsto no rol da Ans? ""Entretanto, a Mastopexia não é considerada somente estética, mas também é considerada reparadora, sendo indicada para aqueles pacientes que necessitam de uma intervenção cirúrgica para a saúde, tanto psicológica como física, pois, como citamos acima, o excesso de pele pode ocasionar numa infecção cutânea ao paciente.""O plano de saúde deve cobrir todas as cirurgias que sejam necessárias para reparação após a cirurgia bariátrica, então caso a minha cirurgia não seja autorizada pelo plano irei entrar com a solicitação judicialmente, inclusive alegando os danos que me forem causados pelo tempo aguardando a cirurgia, levando em consideração que minha saúde mental, também está abalada por conta do excesso de pele que eu tenho!  ",https://www.reclameaqui.com.br//hapvida-saude/cirurgia-reparadora-pos-bariatrica-negada_r50TG74Hn3tq6-lA/,2022,1,9,9,1,6,1,66,Hapvida,PA
149480441,HAPVIDA NÃO RESOLVE NEM DÁ RESPOSTAS,Recife - PE,2022-01-09,Planos de saúde<->Qualidade do serviço prestado<->Não encontrei meu problema<->Hapvida Saúde,Respondida,"Um excelente plano de saude, sem duvida; mas existe pessoas dentro da empresa, QUE NÃO CUMPRE O SEU PAPEL, ou seja , preciso de dentista desde o ano passado, p efetuar endodontia com microscópio, e o pessoal responsavel NÃO AJUDA, NÃO RESPONDE AS RECLAMAÇÕES FEITAS NO SITE E ATRAVÉS DO SAC, NÃO ORIENTAM, enfim parece-me não querer compromisso em ajudar um idoso, meu caso, que está tomando analgésicos quase diariamente, por força de irresponsáveis que querem ferrar o cliente e a imagem da empresa, que diga-se de passagem, uma excelente empresa, que não tem culpa (ou tem, através de se gestor), de maus funcionários.Qdo deixamos de pagar, ou atrasar a mensalidade ( nunca aconteceu comigo), aí eles ligam, procuram, formam um verdadeiro batalhão aptos a trazer de volta o cliente.Lamentável este desprezo p o associado; gostaria muiiiito que o CEO pudesse ler estas linhas e tomásse as devidas e necessarias providencias.Me resta ter esperanças por este maravilhoso Canal, RECLAME AQUI !!",https://www.reclameaqui.com.br//hapvida-saude/hapvida-nao-resolve-nem-da-respostas_TK_h6w_V5iXYeha7/,2022,1,9,9,1,6,1,66,Hapvida,PE
149485711,Negligência e falta de preparo dos médicos ,Salvador - BA,2022-01-09,Problemas com o Atendimento<->Qualidade do serviço prestado<->Equipe de Atendimento<->Hapvida Saúde,Não respondida,"Dentre as diversas queixas que eu tenho referente ao plano, gostaria de manifestar nesse momento minha grande indignação com o atendimento de emergência da unidade Tereza de Lisieux. Fui atendida na emergência e o descaso foi gigantesco, os médicos não fazem um bom mapeamento clínico, não pedem exames e nem dão diagnóstico, apenas administram medicação sem deixar o paciente a ter ciência do que está acontecendo. A médica disse que meu quadro ""pode ser COVID com sintomas leves, pode ser sinusite, pode ser gripe"" mas não diagnosticou nem passou exames. Minha mãe vai fazer uma cirurgia daqui alguns dias e em caso de alguma infecção viral eu preciso estar ciente por que existe a probabilidade da mesma estar infectada também. Reengressei ao consultório médico, foi passado um exame o qual eu tenho mais de uma hora esperando, pago o plano pontualmente todos os meses para não ter atendimento de qualidade quando necessito (e eu raramente procuro a emergência) isso é revoltante.. Deixo aqui meu sincero desapontamento e descontentamento com o serviço do plano como um todo. Não recomendo pra ninguém e inclusive já estou tomando minhas medidas para que eu mesma não precise continuar pagando por um serviço que não me atende bem.",https://www.reclameaqui.com.br//hapvida-saude/negligencia-e-falta-de-preparo-dos-medicos_ldzCXt0gXnsAHbQW/,2022,1,9,9,1,6,1,66,Hapvida,BA
149479281,Porcaria de atendimento,São José dos Campos - SP,2022-01-09,Qualidade do serviço prestado<->Não encontrei meu problema<->Administrativo<->Hapvida Saúde,Não respondida,"Sou conveniado a mais de 20 anos aqui em São José dos Campos, após a compra pela hapvida é só dor de cabeça daqui a pouco vou enfartar de tanto problema e a despesa de vcs será muito maior. Não recebo os boleto mensalmente e quando tento pegar pela site (que faz juz ao convênio, é uma porcaria), muitas opções não funcionam, o chat não tem ninguém só robô e sem as opções possíveis somente as de interesse do convênio, e depois querem cobrar multa e juros por erros de vcs. Consultas preciso esperar sempre mais de 2 meses, aqui na minha cidade o SUS é mais rápido e muitas vezes agendo neles e aproveito para falar mal desta empresa, estive vendo o prejuízo e a queda dos valores na bolsa com as ações, deveriam fechar por vergonha. O número do Whatsap ninguém responde, querem passar uma imagem de eficiência e modernidade mas passam uma de ineficiência e porcaria isso sim.",https://www.reclameaqui.com.br//hapvida-saude/porcaria-de-atendimento_q3se-10VYXmG3X0G/,2022,1,9,9,1,6,1,66,Hapvida,SP
149500489,DESCASO COM O USUÁRIO ,Caruaru - PE,2022-01-09,Mau Atendimento<->Planos de Saúde<->Administrativo<->Hapvida Saúde,Não respondida,"Morava em Recife, mas em 2020 mudei-me para CARUARU-PE, a maior cidade do interior do Estado de Pernambuco e a quarta maior do Estado, com quase 400.000,00 mil habitantes e não há atendimento Hapvida. Inúmeras vezes tentei resolver este impasse, em vão. Até um ofício enviei ao Sr. CONRADO KOREN, e NADA! Descaso e falta de respeito, é o que obtenho como resposta. Desde 2014 pago o plano, com sacrifício, mas sou apenas um número.Meu desespero é tanto que cheguei até aqui, neste site, na esperança de obter uma solução. ",https://www.reclameaqui.com.br//hapvida-saude/descaso-com-o-usuario_uCc-nxvklZM4aDGX/,2022,1,9,9,1,6,1,66,Hapvida,PE
149501559,Fiz pagamento mais tao alegando não paguei perdi minha consulta ppr causa deles,Maceió - AL,2022-01-09,Reembolso de pagamento<->Plano<->Planos de Saúde<->Hapvida Saúde,Respondida,Hapvida ta mim cobrando um valor ja foi pago em julho tenho comprovante em mão mais eles tão alegando não foi pago. Perdi minha consulta por causa do hapvida,https://www.reclameaqui.com.br//hapvida-saude/fiz-pagamento-mais-tao-alegando-nao-paguei-perdi-minha-consulta-ppr-causa-d_MauQ-D7eX-74O42H/,2022,1,9,9,1,6,1,66,Hapvida,AL
149516741,Negligência na emergência Luiz de França ,Fortaleza - CE,2022-01-09,Planos de saúde<->Qualidade do serviço prestado<->Não encontrei meu problema<->Hapvida Saúde,Não respondida,"Vim com meu filho doente, tinha vomitado desmaiado e estava mole querendo dormir direto, e simplesmente,  demorou 2 horas para começar a tomar a medicação, médica passou uma tc e faltou descrever alguma coisa técnica, qua do fui apresentar o papel, voltei para a médica e ela já tinha saído e ninguém, simplesmente ninguém poderia reescrever a quia do médico. Muitas crianças pouco funcionários, me arrependir chorei de raiva, estava preucupa com meu filho e ele era negligenciado. ",https://www.reclameaqui.com.br//hapvida-saude/negligencia-na-emergencia-luiz-de-franca__ueqYz9yh6QMYpM8/,2022,1,9,9,1,6,1,66,Hapvida,CE
149516203,FALTA DE ATENDIMENTO AO CLIENTE ,Natal - RN,2022-01-09,Plano<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Quero marcar uma consulta com DR ANDRESA KARLA PARA DIA 26/09/22 e no sistema não tem agenda, liga não tem agenda! Falta de respeito!!!Quero retorno com urgência ",https://www.reclameaqui.com.br//hapvida-saude/falta-de-atendimento-ao-cliente_aqRJUMdOG6bggEp2/,2022,1,9,9,1,6,1,66,Hapvida,RN
149514407,Rede Credenciada Inexistente II,Fortaleza - CE,2022-01-09,"Demora para autorização de consultas, exames e cirurgias<->Planos de Saúde<->Rede de Atendimento<->Hapvida Saúde",Respondida,"Sofro com dor na coluna desde 01/07/2022. Com muita reclamação consegui um ortopedista na rede credenciada após inúmeras idas na emergência onde passavam remédio pra dor e me mandavam buscar consulta eletiva.Após exames e retorno o prognóstico é q a dor não irá passar. Só possível controlá-la. Para isso se faz necessário: acupuntura, fisioterapia motora e cirurgião de coluna (neurocirurgião?). A saga para conseguir tudo isso começa aqui, Sac, ouvidoria pq o plano, como sempre, não tem uma rede credenciada pq não paga o mínimo q os profissionais pedem e ainda inibem sua atuação exigindo que passem menos exames. Assim dizem todos eles.Hoje na rede CREDENCIADA, segundo o manual online q eles próprios divulgam tem:ZERO NEUROCIRURGIÃOZERO ACUPUNTURISTAZERO FISIOTERAPEUTA MOTORMAS A MINHA DOR PERMANECE FIEL, DIFERENTE DO PLANO.",https://www.reclameaqui.com.br//hapvida-saude/rede-credenciada-inexistente-ii_dWSH5GkrGv07OGa5/,2022,1,9,9,1,6,1,66,Hapvida,CE
149512895,Descaso com o paciente ,Aquiraz - CE,2022-01-09,Exames Lab e imagens<->Hapvida Saúde<->Exames Lab. e imagem<->Dificuldade para agendamento de exames-consultas,Não respondida,"Minha esposa é dependente do meu plano de saúde no hapiva (categoria pleno). Em uma consulta de rotina o médico que a acompanha desde que ela fez uma cirurgia de tireoide identificou dois novos nódulos e solicitou através da guia de exame a punção guiada por ultrassom dos nódulos. A primeira grande burocracia começou para conseguir autorizar o exame, inicialmente ela tentou a liberação pelo aplicativo, conforme orientação. porém como não obteve sucesso foi necessário entrar em contato com a ouvidoria, foram diversas ligações sem sucesso, em algumas vezes as chamadas caiam depois de um longo tempo de espera. Seguem alguns dos protocolos, infelizmente nem todos foram anotados (36825320320823107660, 36825321220823114170). Finalmente após conseguir autorizar, ela foi realizar os exames. Após finalizar a coleta foi informada que o material coletado deveria ser entregue no laboratório parceiro (clementino fraga), ao chegar no laboratório (ás 16:00) eles se recusaram a receber as amostras, pois disseram que não recebiam aquele tipo de exame vindo do hapvida. foi necessário ligar novamente pro hapvida  para verificar a autorização (protocolo 36825320220901775350), a atendente afirmou novamente que os exames estavam autorizados para o clementino fraga. Após essa informação ela ligou para a central do clementino fraga, onde a atendente afirmou que os exames eram aceitos no laboratório, e após conversar com a atendente que estava de plantão fisicamente a mesma afirmou novamente que não era autorizado o procedimento junto ao hapvida, pois o sistema não liberava. Como não houve consenso entre o Hapvida e o clementino fraga ela teve que pagar o exame do próprio bolso.Além da questão financeira, o tempo perdido e o desgaste gerado foi bastante constrangedor para a paciente, que mesmo após realizar uma punção teve que levar pessoalmente a amostra até o laboratório e por fim não conseguir ser atendida com o recurso do plano. A central do hapvida sempre tem um atendimento muito ruim e bastante burocrático, não é a primeira vez que é repassada uma informação ERRADA! Além disso não há sincronismo entre o hapvida e seus parceiros.",https://www.reclameaqui.com.br//hapvida-saude/descaso-com-o-paciente_a-a4NlgtCGtZ_eV4/,2022,1,9,9,1,6,1,66,Hapvida,CE
149511649,Fono terapia ,Salvador - BA,2022-01-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Resolvido,"A minha reclamação hoje infelizmente é sobre a fono terapia,que estão sendo muito espaçadas o tempo,meu filho necessita de sessões e agora eu só consegui pra final de outubro,tive que colocar ele na escolinha,pra poder ajudar na fala,mais ele precisa das sessões,e com o espaçamento entre as consultas fica muito difícil,mim colocaram como extra pro dia 06/10,porém não posso ir como extra mais,pq eu lutei pra ele ganhar uma bolsa nessa escolinha,e ele não pode ficar faltando as aulas,e extra tem que ir de manhã e só sair meio dia,depois que atender todos. Peço que por gentileza tentem mim dar uma solução,sei que a demanda está grande,a Pandemia atrapalhou muito as crianças,mais pagamos plano, e estamos nessa luta,que não é só minha e sim de várias mães. Aguardo retorno. Obrigado ",https://www.reclameaqui.com.br//hapvida-saude/fono-terapia_OevIyoaC9W16T30Q/,2022,1,9,9,1,6,1,66,Hapvida,BA
149511463,Marcar Fisioterapia ,Jaboatão dos Guararapes - PE,2022-01-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Resolvido,"Desde manhã tentando realizar um agendamento de fisioterapia no qual eu não consigo, manda ficar aguardando em um chat que você nunca é atendido, e quando ligo para o número direciona para o app, como se resolvesse alguma coisa..Eu não estou de graça no plano não tenho meus direitos de ter atendimento quando preciso.Plano péssimo tá pior que o SUS só tenho raiva.",https://www.reclameaqui.com.br//hapvida-saude/marcar-fisioterapia_RMC-JCu_KAkpD0kF/,2022,1,9,9,1,6,1,66,Hapvida,PE
